CUST_CODE,CUST_TYPE,CUST_NAME,SH_NAME,GROUP_CODE,ADDR1,ADDR2,ADDR3,CITY,STATE_CODE,PIN,COUNT_CODE,STAN_CODE,TELE1,TELE2,TELE3,TELE_EXT,FAX,MODEM,CUST_CODE__BIL,BUSINESS,CREDIT_PRD,CREDIT_LMT,CHQ_NAME,CURR_CODE,PRICE_LIST,TAX_CLASS,ACCT_CODE__AR,CCTR_CODE__AR,TAX_CHAP,CR_TERM,TRAN_CODE,SALES_PERS,CEO,CEO_PFX,CONT_PERS,CONT_PFX,CONT_DEPT,CONT_PERS_TELE1,CONT_PERS_TELE2,CONT_PERS_FAX,CONT_PERS_ALT,CONT_PFX_ALT,CONT_DEPT_ALT,TELE_EXT_ALT,CONT_PERS_ALT_TELE1,CONT_PERS_ALT_TELE2,CONT_PERS_ALT_FAX,TAX_REG_1,TAX_REG_2,TAX_REG_3,WORK_ADDR1,WORK_ADDR2,WORK_ADDR3,WORK_CITY,WORK_PIN,WORK_TELE1,WORK_TELE2,WORK_FAX,EMAIL_ADDR,EDI_ADDR,CHANNEL_PARTNER,SITE_CODE,DIS_LINK,FIN_LINK,BLACK_LISTED,BLACK_LISTED_DATE,CONTACT_CODE,DRUG_LIC_NO,BANK_CODE,BANK_NAME,TRANS_MODE,RCP_MODE,IGNORE_CREDIT,CHG_DATE,CHG_USER,CHG_TERM,PENDING_ORDER,SITE_CODE__RCP,DRUG_LIC_NO_1,DRUG_LIC_NO_2,CST_NO,LST_NO,ECC_NO,ADD_DATE,ADD_USER,ADD_TERM,IGNORE_DAYS,ROUND,ROUND_TO,BANK_ADDR1,BANK_ADDR2,SALES_PERS__1,SALES_PERS__2,EXCISE_REF,CONSUME_FC,PRICE_LIST__DISC,DISC_PERC,LOCATED_AT,STOP_BUSINESS,MARKET_REG,SALES_OPTION,DLV_TERM,HOLD_SHIPMENT,REPL_FACTOR,REPL_OPT,COMM_PERC__BASE,ACCT_CODE__ADV,CCTR_CODE__ADV,LOCALITY_CODE,SPLIT_FACTOR,BANK_ACCT,SITE_CODE__PLUS,SITE_CODE__PBUS,LOC_GROUP,BUSINESS_START_DT,TAX_REG_ST,CUSTOMER_REF,CUST_ANAL,PART_QTY,SER_TAX_REG,ORDER_TYPE,MEMBER_CODE,PRICE_LIST__CLG,REPL_DLV_SCH,TERR_CODE,FRT_TERM,DRUG_LICNO_UPTO,DRUG_LICNO1_UPTO,DRUG_LICNO2_UPTO,AGREEMENT_NO,AGREEMENT_DATE,MIN_INV_AMT,CURR_CODE__FRT,CURR_CODE__INS,COMM_TABLE__1,COMM_TABLE__2,COMM_TABLE__3,EXCISE_REF1,EXCISE_REF2,EXCISE_REF3,REAS_CODE__BKLIST,ADHOC_REPL,ADHOC_REPL_PERC,UDF_NUM1,ADDL_LIC_NO,ADDL_LIC_UPTO,FULL_NAME,CUST_CATEGORY,FMT_CODE__SHIPPER,FMT_CODE__INNER,FMT_CODE__PALLET,UNIFORM_CODE,CR_TERM__NP,LOSS_PERC,TERM_TABLE__NO,LST_NO_DATE,CST_NO_DATE,ECC_NO_DATE,TAX_REG_1_DATE,TAX_REG_2_DATE,TAX_REG_3_DATE,TAX_REG_ST_DATE,SER_TAX_REG_DATE,UDF_STR1,CUST_COMM__GRP,AUTO_DEBIT__NOTE,SHIPMENT_LEAD__TIME,RATE_ROUND,RATE_ROUND_TO,MASTER_PACK,PD_GROUP,CANCEL_BO,CUST_CODE__PD,CUST_CODE__DISC,MIN_SHELF_LIFE,SINGLE_LOT,SGROUP_CODE,OLD_CUST_REF,CUST_CODE__AR,OLD_CORP_PARENT,STORE_NUMBER,AUTO_DEBIT_NOTE,CUST_TRAN_TYPE,ITA_REG_NO,ENG_NAME,BRACKET_GRP,CUST_DIS,ASN_REQD,RETURN_ALLOWED,WAVE_TYPE,SITE_CODE__PAY,SHIP_CONS_GRP,PROS_CUST_CODE,PAN_NO,TAN_NO,EDI_REQD,REGISTR_1,REGISTR_2,REGISTR_3,REGISTR_4,REGISTR_5,AVAILABLE_YN,EMP_CODE__ORD,EMP_CODE__ORD1,EDI_STAT,TNT_OPTION,AUTO_STK_ALLOC,EMAIL_NOTIFY,SMS_NOTIFY,COMM_TABLE,DISC_LIST,CUST_LANGUAGE,CONT_PERS_ALT1,CONT_PERS_ALT2,CONT_PERS_ALT3,CONT_PFX_ALT1,CONT_PFX_ALT2,CONT_PFX_ALT3,CUST_PRIORITY,POB_TAX_REG,MOBILE_NO_TAX_REG,EMAIL_ID_TAX_REG,DLV_GEO_POS,TAX_REG_4,TAX_REG_4_DATE,CUST_CODE__DLV,EINV_REQD,AUTO_ADJ_METHOD,ACQ_CHANNEL,ACQ_CHANNEL_NAME,CUST_STATUS,STATUS_DATE,TAX_ENV
KL0037    ,S,PHARMA DISTRIBUTORS (KSRGD),PHARMA DISTRIBUTORS,KL0037    ,XIII/411-B5,"IInd FORT CROSS ROAD,",,KASARAGOD,KL   ,671121,IND  ,KL087,04994-224963,9895566823,,,,,KL0037    ,,21,9999999,PHARMA DISTRIBUTORS (KSRGD),INR  ,OTPTS,REG  ,21300001,0,,CD021,TR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AAFFP8674A1ZD,,,,,,,,,,,,,S0004,N,N,N,,9999999999,,,CORPORATION BANK,R,Q,1,06-08-2019 13:15,ADMIN3    ,SYSTEM,N,S0004,KL-KAS-113897,KL-KAS-113898,,32130503965,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,196,,,7-29-2021,7-29-2021,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAFFP8674A,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
KL0038    ,S,RAGULAL ENTERPRISES,RAGULAL ENTERPRISES,KL0038    ,SAI COMPLEX,PENSION STREET,PALAKKAD,PALAKKAD,KL   ,,IND  ,KL120,,9447181166,,,,,KL0038    ,,21,9999999,RAGULAL ENTERPRISES,INR  ,OTPTS,REG  ,21300001,0,,CD021,TR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AACFR8039E1ZF,,,,,,,,,,,,,S0004,N,N,N,,9999999999,,,PUNJAB NATIONAL BANK,R,Q,1,06-08-2019 13:15,ADMIN3    ,SYSTEM,N,S0004,9/148/20B/2008,9/149/21B2008,9656488899,32090204182,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,89,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AACFR8039E,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
KL0039    ,S,ROYAL MEDICAL DISTRIBUTORS,ROYAL MEDICAL DIST,KL0039    ,ROYAL MEDICAL DISTRIBUTORS,"TC 18/2198, A & Y COMPLEX","PALLIKULAM ROAD,",THRISSUR,KL   ,,IND  ,KL156,0487-2421399,,,,,,KL0039    ,,21,9999999,ROYAL MEDICAL DISTRIBUTORS,INR  ,OTPTS,REG  ,21300001,0,,CD021,TR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AACFR8351D1ZI,,,,,,,,,,,,,S0004,N,N,N,,9999999999,,,FEDERAL BANK LTD,R,Q,1,06-08-2019 13:15,ADMIN3    ,SYSTEM,N,S0004,1154/20B/CZ/96,"1155/21B/CZ/96      ,",2511 6486,32080552187,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,10,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AACFR8351D,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
KL0040    ,S,S.H.PHARMACEUTICALS,S.H.PHARMACEUTICALS,KL0040    ,S.H.PHARMACEUTICALS,"2-439,PRAKASH BUILDING",MUVATTUPUZHA ROAD,THODUPUZHA,KL   ,,IND  ,KL038,486224847,,,,,,KL0040    ,,21,9999999,S.H.PHARMACEUTICALS,INR  ,OTPTS,REG  ,21300001,0,,CD021,TR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AAKFS9010L1Z2,,,,,,,,,,,,,S0004,N,N,N,,9999999999,,,AXIS BANK,R,Q,1,06-08-2019 13:15,ADMIN3    ,SYSTEM,N,S0004,0331/20B/CZ/93,"0332/21B/CZ/93      ,",,32061453535,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,5,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAKFS9010L,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
KL0041    ,S,SANTHA PHARMACEUTICALS,SANTHA PHARMA,KL0041    ,"TC 82/2474(1),",,"CHIRAKULAM ROAD,",TRIVANDRUM,KL   ,695001,IND  ,KL129,0471-2165777,9447136931,,,,,KL0041    ,,21,9999999,SANTHA PHARMACEUTICALS,INR  ,OTPTS,REG  ,21300001,0,,CD021,TR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AAPFS2587K1ZN,,,,,,,,,,,,,S0004,N,N,N,,9999999999,,,STATE BANK OF INDIA,R,Q,1,06-08-2019 13:15,ADMIN3    ,SYSTEM,N,S0004,KL-TVM-113135,KL-TVM-113136,11139205,32010878024,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,9,,03-08-2022,03-08-2022,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAPFS2587K,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0014    ,S,MANAV AGENCIES,MANAV AGENCIES,MP0014    ,OPPOSITE PATEL NURSING HOMES,SATNA,,SATNA,MP   ,,IND  ,MP298,7672412925,9425157929,,,,,MP0014    ,,21,9999999,MANAV AGENCIES,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AMWPM2597C1ZQ,,,,,,,,,,karan_rachit@yahoo.co.in,,,S0011,N,N,N,,9999999999,,,HDFC BANK,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,5/DLR-2004,6/DLR-2004,,23127004124,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,197,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AMWPM2597C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0015    ,S,NEW MANISH MEDICAL AGENCIES,NEW MANISH MEDICAL,MP0015    ,"OPPOSITE CHEMIST PLAZA,","HUZRAT PUL LASHKAR,",,GWALIOR,MP   ,,IND  ,MP130,7514085058,9425307574,,,,,MP0015    ,,21,9999999,NEW MANISH MEDICAL AGENCIES,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ACLPG9272D1ZO,,,,,,,,,,newmanishmedicalagencies@gmail.com,,,S0011,N,N,N,,9999999999,,,CANARA BANK,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,683,684,,23605103242,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,232,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ACLPG9272D,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0016    ,S,PARAG MEDICAL STORES,PARAG MEDICAL STORES,MP0016    ,"Ward No. 22, Hanuman Mandir Road,","Near Kali Putli Chowk,",,BALAGHAT,MP   ,481001,IND  ,MP002,07632/241703,9425402978,,,,,MP0016    ,,21,9999999,PARAG MEDICAL STORES,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AARFP0262E1ZG,,,,,,,,,,paragbalaghat@gmail.com,,,S0011,N,N,N,,9999999999,,,HDFC BANK,R,Q,1,8-21-2019 6:56 PM,ADMIN2    ,SYSTEM,N,S0011,20B/04/78/2017,21B/04/78/2017,,23026500749,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,91,,08-02-2024,08-02-2024,08-02-2024,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AARFP0262E,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0017    ,S,PATHAK TRADERS,PATHAK TRADERS,MP0017    ,"4 A, M.S COMPLEX,","MEDICINE STREET,",,BHOPAL,MP   ,,IND  ,MP035,7554232794,9893200763,,,,,MP0017    ,,21,9999999,PATHAK TRADERS,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ASPPP3053P1Z6,,,,,,,,,,hemantpathakbpl@yahoo.com,,,S0011,N,N,N,,9999999999,,,CENTRAL BANK OF INDIA,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,38,39,,23884503046,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,54,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ASPPP3053P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0018    ,S,PRAKASH MEDICAL AGENCY,PRAKASH MEDICAL AGEN,MP0018    ,16,RAGHUNATH PURA,,DHAR,MP   ,,IND  ,MP099,7292411034,9977166120,,,,,MP0018    ,,21,9999999,PRAKASH MEDICAL AGENCY,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AINPP1271F1ZD,,,,,,,,,,prakashparmar2112@gmail.com,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,11/91/04,12/91/04,,23421703782,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,242,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AINPP1271F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0019    ,S,PRASHANT MEDICAL AGENCIES,PRASHANT MEDICAL,MP0019    ,"F-13, CHEMIST PLAZA,","HUZRAT PUL,","LASHKAR,",GWALIOR,MP   ,,IND  ,MP130,0751-4076071,8821043700,,,,,MP0019    ,,21,9999999,PRASHANT MEDICAL AGENCIES,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ACOPG5201B1ZC,,,,,,,,,,infoprashantagencies@gmail.com,,,S0011,N,N,N,,9999999999,,,STATE BANK OF INDIA,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,33/2000,34/2000,,23145601881,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,11-13-2016,,,,2,,LOC,,ALMRP,,232,,9-28-2021,9-28-2021,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ACOPG5201B,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0020    ,S,PRASHANT PHARMA,PRASHANT PHARMA,MP0020    ,NEAR CENTRAL BANK,BODABAG,,REWA,MP   ,,IND  ,MP268,406407,7049914004,,,,,MP0020    ,,21,9999999,PRASHANT PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ASSPM9643F1ZB,,,,,,,,,,prashantpharma.rewa@gmail.com,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0011,75/41/2011/2014,76/41/2011-2012,,23079057363,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,88,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ASSPM9643F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MH0051    ,S,KUMAR BROTHERS PHARMA PVT.LTD.,KUMAR BROTHERS,MH0051    ,"204,center point,opp bawla masjid,","n.m.joshi marg,delisle road,",lower parel(e),MUMBAI,MH   ,400011,IND  ,MH034,23013856,,,,,,MH0051    ,,15,9999999,KUMAR BROTHERS PHARMA PVT.LTD.,INR  ,OTPTS,REG  ,21300001,0,,CD015,JA00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,27AACCK5488R1ZL,,,,,,,,,,,,,S0009,N,N,N,,9999999999,,,ABHYUDAYA CO-OP BANK LTD,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0009,20B-MH-MZ2-310366,21B-MH-MZ2-310367,27030361014C,27030361014V,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,283,,1-15-2024,1-15-2024,1-15-2024,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,DIMND,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AACCK5488R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MH0052    ,S,LIFECARE PHARMA,LIFECARE PHARMA,MH0052    ,"39,RAMGOPAL IND EST,DR.R.P.RD,","OPP.JAWAHAR TALKIES,MULUND-W",,MUMBAI,MH   ,,IND  ,MH034,2225647890,9769277803,,,,,MH0052    ,,15,0,LIFECARE PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD015,AN00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,27AACFL5446R1ZO,,,,,,,,,,lifecarepharma3@gmail.com,,,S0009,N,N,N,,9999999999,,,NKGSB COOPERATIVE BANK,R,Q,1,3-28-2019 3:44 PM,ADMIN3    ,SYSTEM,N,S0009,154823/20B,154824/21B,27370505260C,27370505260V,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,283,,1-28-2022,1-28-2022,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,DIMND,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AACFL5446R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MH0053    ,S,LOMTE MEDICAL STORES,LOMTE MEDICAL STORES,MH0053    ,"H. NO.-9/2496 ,SHOP NO- 1","PRASHANT NAGAR ,SHIKSHAK COLONY,",AMBAJOGAI,LATUR,MH   ,413512,IND  ,MH132,2446248607,9764037746,,,,,MH0053    ,,21,9999999,LOMTE MEDICAL STORES,INR  ,OTPTS,REG  ,21300001,0,,CD021,TE00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,27ADJPL8077G1Z4,,,,,,,,,,rahul.lomte@rediffmail.com,,,S0009,N,N,N,,9999999999,,,STATE BANK OF INDIA,R,Q,1,04-10-2019 18:45,ADMIN2    ,SYSTEM,N,S0009,20 B - MH-BEE-283885,21 B - MH-BEE-283887,27410747253C,27410747253V,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,58,,6-17-2023,6-17-2023,6-17-2023,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,DIMND,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ADJPL8077G,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0050    ,C,DR. P.KASIKRISHANA RAJA MBBS DPM,DR. P.KASIKRISHANA,CM0050    ,MENTAL HEALTH CENTRE,"51-A,KALAIMAGAL KALVI NILAYAM ROAD",ERODE-1,ERODE,TN   ,,IND  ,TN174,,,,,,,CM0050    ,,30,9999999,"DR. P.KASIKRISHANA RAJA,MBBS,DPM",INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,12-02-2019 17:48,ADMIN3    ,SYSTEM,N,PR002,,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,3-31-2016,,,,2,,LOC,,ALMRP,,250,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0051    ,C,DR. PRABAKAR RAJ (PSY),DR. PRABAKAR RAJ,CM0051    ,"NO;33.3RD MAIN ROAD,KIRUBA NAGAR","ARIYUR,NR,LAXMI GAS AGENCIES.",,VELLORE,TN   ,632055,IND  ,TN784,,,,,,,CM0051    ,,30,9999999,DR. PRABAKAR RAJ (PSY),INR  ,TNPTS,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,AXIS BANK,R,Q,1,6-13-2019 1:34 PM,ADMIN3    ,SYSTEM,N,PR002,REG NO.39422,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,09-02-2016,,,,2,,LOC,,ALMRP,,94,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
C00133    ,S,POSTGRADUATE INSTITUTE OF MEDICAL,POST.INST. OF MED.,C00133    ,EDUCATION AND RESEARCH,,,CHANDIGARH   ,TS   ,         ,IND  ,TS018,,,,,,,C00133    ,,10,500000,POSTGRADUATE INSTITUTE OF MEDICAL,INR  ,APPTS,,21300001,0,,CD010,TRPC000021,DUMMY     ,,Mr.,DUMMY,Mr.,,,,,,Mr.,,,,,,,04AAALP0918J1Z6,,,,,,,,,,,,,ST009,N,N,N,,9999999999,,,,R,Q,500000,9-16-2018 7:54 AM,MEMER2    ,SYSTEM         ,N,,,,,,,8-30-2018,MESMERSCM ,SYSTEM         ,0,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,,,5P0011,,2,,LOC,,ALMRP,,247,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,SALE1,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0002    ,S,VANS  PHARMA,VANS  PHARMA,CM0002    ,M.G. ROAD,CITY CENTER,MADUVANKARAI GUINDY,CHENNAI,TN   ,600032,IND  ,TN005,,,,,,,CM0002    ,,30,9999999,VANS  PHARMA,INR  ,TNPTS,REG  ,21300001,0,,CD030,HA00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,Y,S0003,A,N,N,,9999999999,20B234,,,R,Q,1,08-10-2020 22:43,MEMER2    ,80909,N,S0003,DL/001/01,DL/001/01,,,,9-17-2018,MESMERSCM ,SYSTEM         ,3,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,2-29-2016,,,,2,,LOC,,ALMRP,,168,,08-10-2022,10-14-2022,10-14-2022,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,VANS ,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAA12345OM,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0003    ,S,K.T.KURUVILA  PHARMA,K.T.KURUVILA  PHARMA,CM0003    ,M.G. ROAD,CITY CENTER,"MAMANGALAM, PALARIVATTOM P.O",KOCHI,KL   ,682025,IND  ,KL024,,,,,,,CM0003    ,,30,9999999,K.T.KURUVILA  PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD030,BL00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,S0004,N,N,N,,9999999999,20B/0394/12,,,R,Q,1,08-10-2020 22:44,MEMER2    ,80909,N,S0004,DL/001/01,DL/001/022,,,,9-17-2018,MESMERSCM ,SYSTEM         ,3,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,07-03-2018,,,,2,,LOC,,ALMRP,,194,,04-11-2022,04-11-2022,04-11-2022,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,KTK  ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAA12345OM,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
